PostIndex,TrueLabels,PredictedLabels,Precision,Recall,F1
83,"['Abuse', 'Mental Health', 'Sexual']","['Abuse', 'Sexual']",1.0,0.667,0.8
84,"['Abuse', 'Mental Health']","['Abuse', 'Aggression', 'Discrimination', 'Mental Health', 'Sexual']",0.4,1.0,0.571
85,"['Abuse', 'Aggression']","['Abuse', 'Aggression', 'Mental Health']",0.667,1.0,0.8
86,"['Abuse', 'Aggression', 'Mental Health', 'Sexual']","['Abuse', 'Mental Health']",1.0,0.5,0.667
87,"['Abuse', 'Mental Health', 'Sexual']","['Abuse', 'Mental Health', 'Sexual']",1.0,1.0,1.0
88,"['Abuse', 'Mental Health']","['Abuse', 'Aggression', 'Mental Health']",0.667,1.0,0.8
89,['Not Applicable'],['Not Applicable'],1.0,1.0,1.0
90,"['Abuse', 'Mental Health', 'Sexual']",['Abuse'],1.0,0.333,0.5
91,"['Abuse', 'Mental Health']",['Abuse'],1.0,0.5,0.667
92,"['Abuse', 'Mental Health', 'Sexual']","['Abuse', 'Mental Health']",1.0,0.667,0.8
93,"['Abuse', 'Mental Health']","['Abuse', 'Mental Health']",1.0,1.0,1.0
94,"['Abuse', 'Mental Health', 'Sexual']","['Abuse', 'Mental Health']",1.0,0.667,0.8
95,"['Abuse', 'Mental Health']","['Abuse', 'Mental Health']",1.0,1.0,1.0
96,"['Abuse', 'Mental Health']","['Abuse', 'Mental Health']",1.0,1.0,1.0
97,"['Abuse', 'Mental Health', 'Sexual']","['Abuse', 'Mental Health', 'Sexual']",1.0,1.0,1.0
98,"['Abuse', 'Discrimination', 'Mental Health']","['Abuse', 'Discrimination', 'Mental Health']",1.0,1.0,1.0
99,"['Abuse', 'Mental Health']","['Abuse', 'Mental Health']",1.0,1.0,1.0
100,"['Abuse', 'Mental Health']","['Abuse', 'Mental Health']",1.0,1.0,1.0
Macro-Avg,,,0.888,0.919,0.883
Micro-Avg,,,0.863,0.913,0.887
