PostIndex,TrueLabels,PredictedLabels,Precision,Recall,F1
23,"['Abuse', 'Pregnancy', 'Sexual']","['Abuse', 'Aggression', 'Discrimination', 'Mental Health', 'Pregnancy']",0.4,0.667,0.5
24,"['Medical', 'Pregnancy', 'Sexual']","['Medical', 'Pregnancy']",1.0,0.667,0.8
25,"['Mental Health', 'Pregnancy']","['Medical', 'Mental Health', 'Pregnancy']",0.667,1.0,0.8
26,"['Medical', 'Pregnancy']",['Pregnancy'],1.0,0.5,0.667
27,"['Mental Health', 'Pregnancy']","['Discrimination', 'Medical', 'Mental Health', 'Pregnancy']",0.5,1.0,0.667
28,"['Medical', 'Mental Health', 'Pregnancy']","['Medical', 'Mental Health', 'Pregnancy']",1.0,1.0,1.0
29,"['Medical', 'Pregnancy']",['Pregnancy'],1.0,0.5,0.667
30,"['Abuse', 'Mental Health', 'Pregnancy']",['Not Applicable'],0.0,0.0,0.0
31,"['Discrimination', 'Mental Health', 'Pregnancy']","['Mental Health', 'Pregnancy']",1.0,0.667,0.8
32,"['Medical', 'Mental Health', 'Pregnancy']",['Pregnancy'],1.0,0.333,0.5
33,"['Mental Health', 'Pregnancy']","['Mental Health', 'Pregnancy']",1.0,1.0,1.0
34,"['Medical', 'Mental Health', 'Pregnancy']","['Medical', 'Mental Health', 'Pregnancy']",1.0,1.0,1.0
35,"['Medical', 'Mental Health', 'Pregnancy']","['Mental Health', 'Pregnancy']",1.0,0.667,0.8
36,"['Medical', 'Mental Health', 'Pregnancy']","['Mental Health', 'Pregnancy']",1.0,0.667,0.8
37,"['Medical', 'Mental Health', 'Pregnancy']","['Medical', 'Mental Health', 'Pregnancy']",1.0,1.0,1.0
38,"['Abuse', 'Mental Health', 'Pregnancy']","['Mental Health', 'Pregnancy']",1.0,0.667,0.8
39,"['Abuse', 'Medical', 'Mental Health', 'Pregnancy', 'Sexual']","['Abuse', 'Medical', 'Mental Health', 'Pregnancy']",1.0,0.8,0.889
40,"['Abuse', 'Mental Health', 'Pregnancy']","['Abuse', 'Mental Health', 'Pregnancy']",1.0,1.0,1.0
41,"['Abuse', 'Mental Health', 'Pregnancy']","['Mental Health', 'Pregnancy']",1.0,0.667,0.8
42,"['Abuse', 'Mental Health', 'Pregnancy']",['Not Applicable'],0.0,0.0,0.0
43,"['Abuse', 'Medical', 'Mental Health', 'Pregnancy', 'Sexual']",['Not Applicable'],0.0,0.0,0.0
44,"['Abuse', 'Mental Health', 'Pregnancy']",['Abuse'],1.0,0.333,0.5
45,"['Medical', 'Mental Health', 'Pregnancy']","['Mental Health', 'Pregnancy']",1.0,0.667,0.8
46,['Not Applicable'],['Discrimination'],0.0,0.0,0.0
47,"['Medical', 'Mental Health', 'Pregnancy']",['Discrimination'],0.0,0.0,0.0
48,"['Medical', 'Mental Health', 'Pregnancy']",['Mental Health'],1.0,0.333,0.5
49,"['Medical', 'Pregnancy']",['Not Applicable'],0.0,0.0,0.0
50,['Not Applicable'],['Not Applicable'],1.0,1.0,1.0
51,"['Abuse', 'Mental Health']","['Abuse', 'Sexual']",0.5,0.5,0.5
52,"['Abuse', 'Mental Health']","['Abuse', 'Aggression', 'Sexual']",0.333,0.5,0.4
53,"['Abuse', 'Mental Health']","['Abuse', 'Aggression', 'Mental Health', 'Sexual']",0.5,1.0,0.667
54,"['Abuse', 'Mental Health', 'Sexual']","['Abuse', 'Discrimination', 'Mental Health', 'Sexual']",0.75,1.0,0.857
55,"['Abuse', 'Aggression', 'Mental Health']",['Abuse'],1.0,0.333,0.5
56,"['Abuse', 'Mental Health']",['Not Applicable'],0.0,0.0,0.0
57,"['Abuse', 'Mental Health', 'Sexual']",['Sexual'],1.0,0.333,0.5
58,"['Abuse', 'Discrimination', 'Mental Health']",['Not Applicable'],0.0,0.0,0.0
59,"['Abuse', 'Mental Health', 'Sexual']","['Abuse', 'Aggression', 'Mental Health']",0.667,0.667,0.667
60,"['Abuse', 'Mental Health']","['Abuse', 'Mental Health', 'Sexual']",0.667,1.0,0.8
61,"['Abuse', 'Discrimination', 'Mental Health']",['Not Applicable'],0.0,0.0,0.0
62,"['Abuse', 'Aggression', 'Discrimination', 'Mental Health', 'Sexual']","['Abuse', 'Aggression']",1.0,0.4,0.571
63,['Mental Health'],['Not Applicable'],0.0,0.0,0.0
64,"['Abuse', 'Mental Health']","['Abuse', 'Aggression', 'Discrimination', 'Mental Health', 'Sexual']",0.4,1.0,0.571
65,['Mental Health'],['Not Applicable'],0.0,0.0,0.0
66,"['Abuse', 'Mental Health']","['Abuse', 'Aggression', 'Discrimination', 'Mental Health', 'Sexual']",0.4,1.0,0.571
67,"['Abuse', 'Aggression', 'Discrimination', 'Mental Health']","['Abuse', 'Aggression', 'Discrimination', 'Mental Health', 'Sexual']",0.8,1.0,0.889
68,"['Abuse', 'Mental Health', 'Sexual']",['Abuse'],1.0,0.333,0.5
69,"['Abuse', 'Mental Health']","['Abuse', 'Aggression', 'Discrimination', 'Mental Health', 'Sexual']",0.4,1.0,0.571
70,"['Abuse', 'Mental Health']",['Not Applicable'],0.0,0.0,0.0
71,"['Abuse', 'Sexual']","['Abuse', 'Aggression', 'Mental Health']",0.333,0.5,0.4
72,"['Abuse', 'Mental Health']","['Abuse', 'Aggression', 'Mental Health']",0.667,1.0,0.8
73,"['Abuse', 'Mental Health', 'Sexual']","['Abuse', 'Aggression', 'Discrimination', 'Mental Health', 'Sexual']",0.6,1.0,0.75
74,"['Abuse', 'Discrimination', 'Mental Health']",['Abuse'],1.0,0.333,0.5
75,['Abuse'],['Not Applicable'],0.0,0.0,0.0
Macro-Avg,,,0.69,0.639,0.627
Micro-Avg,,,0.709,0.626,0.665
